Processed,Method,URI,Flags
true,GET,http://localhost:3000/UI/alert/action/addAlert/,
true,GET,http://localhost:3000/UI/alert/action/deleteAlert/,
true,GET,http://localhost:3000/UI/core/,
true,GET,http://localhost:3000/UI/alert/action/deleteAlerts/,
true,GET,http://localhost:3000/UI/ascan/view/excludedFromScan/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/numberOfResults/,
true,GET,http://localhost:3000/UI/alertFilter/action/addGlobalAlertFilter/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionBrowserId/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionClickDefaultElems/,
true,GET,http://localhost:3000/UI/ascan/view/excludedParamTypes/,
true,GET,http://localhost:3000/UI/alert/action/deleteAllAlerts/,
true,GET,http://localhost:3000/UI/alert/action/updateAlert/,
true,GET,http://localhost:3000/UI/authentication/view/getLoggedOutIndicator/,
true,GET,http://localhost:3000/UI/ascan/view/excludedParams/,
true,GET,http://localhost:3000/script.js/?apinonce=efdf65ca9a84420e&v=2,
true,GET,http://localhost:3000/UI/alert/action/updateAlertsConfidence/,
true,GET,http://localhost:3000/UI/exim/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionClickElemsOnce/,
true,GET,http://localhost:3000/UI/forcedUser/,
true,GET,http://localhost:3000/UI/ascan/view/messagesIds/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionEnableExtensions/,
true,GET,http://localhost:3000/UI/alertFilter/action/applyAll/,
true,GET,http://localhost:3000/UI/acsrf/action/removeOptionToken/override?String=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/alertFilter/view/alertFilterList/override?apikey=ZAP&contextId=ZAP,
true,GET,http://localhost:3000/UI/acsrf/other/genForm/override?actionUrl=ZAP&apikey=ZAP&hrefId=ZAP,
true,GET,http://localhost:3000/UI/acsrf/view/optionTokensNames/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/acsrf/action/addOptionToken/override?String=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/acsrf/view/optionPartialMatchingEnabled/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/acsrf/action/setOptionPartialMatchingEnabled/override?Boolean=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/alertFilter/action/applyContext/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionEventWait/,
true,GET,http://localhost:3000/UI/ascan/view/optionAddQueryParam/,
true,GET,http://localhost:3000/UI/graphql/,
true,GET,http://localhost:3000/UI/httpSessions/,
true,GET,http://localhost:3000/UI/alert/action/updateAlertsRisk/,
true,GET,http://localhost:3000/UI/authentication/view/getSupportedAuthenticationMethods/,
true,GET,http://localhost:3000/UI/authentication/action/setAuthenticationMethod/,
true,GET,http://localhost:3000/UI/hud/,
true,GET,http://localhost:3000/UI/alert/view/alert/override?apikey=ZAP&id=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=e94b3f51cd794d9c&v=2,
true,GET,http://localhost:3000/UI/hudfiles/,
true,GET,http://localhost:3000/UI/ascan/view/optionAllowAttackOnStart/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionLogoutAvoidance/,
true,GET,http://localhost:3000/UI/alertFilter/action/applyGlobal/,
true,GET,http://localhost:3000/script.js/?apinonce=e40a032b3d95a622&v=2,
true,GET,http://localhost:3000/UI/automation/view/planProgress/,
true,GET,http://localhost:3000/script.js/?apinonce=9daa47c88722fcc9&v=2,
true,GET,http://localhost:3000/UI/automation/action/endDelayJob/,
true,GET,http://localhost:3000/UI/localProxies/,
true,GET,http://localhost:3000/UI/ascan/view/optionAttackPolicy/,
true,GET,http://localhost:3000/UI/alertFilter/action/removeAlertFilter/,
true,GET,http://localhost:3000/script.js/?apinonce=7cc3e2f6a4e98283&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionDefaultPolicy/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/allowedResources/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionMaxCrawlDepth/,
true,GET,http://localhost:3000/script.js/?apinonce=31c3485dcdf6df71&v=2,
true,GET,http://localhost:3000/UI/authentication/action/setLoggedInIndicator/,
true,GET,http://localhost:3000/UI/keyboard/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionMaxCrawlStates/,
true,GET,http://localhost:3000/UI/network/,
true,GET,http://localhost:3000/UI/alert/view/alertCountsByRisk/override?apikey=ZAP&recurse=ZAP&url=https%3A%2F%2Fzap.example.com,
true,GET,http://localhost:3000/UI/oast/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionMaxDuration/,
true,GET,http://localhost:3000/UI/authentication/action/setLoggedOutIndicator/,
true,GET,http://localhost:3000/UI/ascan/view/optionDelayInMs/,
true,GET,http://localhost:3000/UI/authorization/view/getAuthorizationDetectionMethod/,
true,GET,http://localhost:3000/UI/alertFilter/action/removeGlobalAlertFilter/,
true,GET,http://localhost:3000/script.js/?apinonce=a418b697b4972c52&v=2,
true,GET,http://localhost:3000/UI/alertFilter/action/testAll/,
true,GET,http://localhost:3000/UI/alertFilter/action/testContext/,
true,GET,http://localhost:3000/UI/openapi/,
true,GET,http://localhost:3000/UI/automation/action/runPlan/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/excludedElements/override?apikey=ZAP&contextName=ZAP,
true,GET,http://localhost:3000/UI/alertFilter/action/testGlobal/,
true,GET,http://localhost:3000/UI/authorization/action/setBasicAuthorizationDetectionMethod/,
true,GET,http://localhost:3000/UI/ascan/view/optionEncodeCookieValues/,
true,GET,http://localhost:3000/script.js/?apinonce=53f7b46051dd54c4&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionNumberOfBrowsers/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionRandomInputs/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionReloadWait/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionScopeCheck/,
true,GET,http://localhost:3000/UI/alertFilter/view/globalAlertFilterList/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/alertsIds/override?apikey=ZAP&scanId=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionExcludedParamList/,
true,GET,http://localhost:3000/UI/ascan/view/optionHandleAntiCSRFTokens/,
true,GET,http://localhost:3000/UI/ascan/view/optionHostPerScan/,
true,GET,http://localhost:3000/UI/ascan/view/optionInjectPluginIdInHeader/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxAlertsPerRule/,
true,GET,http://localhost:3000/script.js/?apinonce=c2d032d0e0fa6241&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=dbcedda2f5a52d67&v=2,
true,GET,http://localhost:3000/UI/params/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/results/,
true,GET,http://localhost:3000/script.js/?apinonce=ee49737f1001d3af&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=8251f32ff2cfb804&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/installedAddons/,
true,GET,http://localhost:3000/UI/postman/,
true,GET,http://localhost:3000/UI/automation/action/stopPlan/,
true,GET,http://localhost:3000/UI/pscan/,
true,GET,http://localhost:3000/script.js/?apinonce=8df7344727932d59&v=2,
true,GET,http://localhost:3000/UI/quickstartlaunch/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/status/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/addAllowedResource/,
true,GET,http://localhost:3000/script.js/?apinonce=824257a7d405967e&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxChartTimeInMins/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/addExcludedElement/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxResultsToList/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/modifyExcludedElement/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxRuleDurationInMins/,
true,GET,http://localhost:3000/UI/replacer/,
true,GET,http://localhost:3000/script.js/?apinonce=6e90537d65ceb2f8&v=2,
true,GET,http://localhost:3000/UI/clientSpider/view/status/,
true,GET,http://localhost:3000/UI/clientSpider/action/scan/,
true,GET,http://localhost:3000/UI/clientSpider/action/stop/,
true,GET,http://localhost:3000/UI/retest/,
true,GET,http://localhost:3000/UI/reveal/,
true,GET,http://localhost:3000/UI/ruleConfig/,
true,GET,http://localhost:3000/UI/script/,
true,GET,http://localhost:3000/UI/search/,
true,GET,http://localhost:3000/UI/selenium/,
true,GET,http://localhost:3000/script.js/?apinonce=90014f18f8614769&v=2,
true,GET,http://localhost:3000/UI/sessionManagement/,
true,GET,http://localhost:3000/script.js/?apinonce=ba29d5f4edfae0e2&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/removeAllowedResource/,
true,GET,http://localhost:3000/UI/reports/,
true,GET,http://localhost:3000/UI/alert/view/alertsSummary/override?apikey=ZAP&baseurl=ZAP,
true,GET,http://localhost:3000/UI/alert/view/alertsByRisk/override?apikey=ZAP&recurse=ZAP&url=https%3A%2F%2Fzap.example.com,
true,GET,http://localhost:3000/UI/autoupdate/view/isLatestVersion/,
true,GET,http://localhost:3000/UI/alert/view/alerts/override?apikey=ZAP&baseurl=ZAP&contextName=ZAP&count=3&riskId=ZAP&start=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=273e53aa84b6b079&v=2,
true,GET,http://localhost:3000/UI/authentication/view/getAuthenticationMethod/override?apikey=ZAP&contextId=ZAP,
true,GET,http://localhost:3000/UI/break/view/httpMessage/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxScanDurationInMins/,
true,GET,http://localhost:3000/UI/break/view/isBreakAll/,
true,GET,http://localhost:3000/script.js/?apinonce=efaef248bca25e17&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/latestVersionNumber/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/removeExcludedElement/,
true,GET,http://localhost:3000/UI/client/action/exportClientMap/,
true,GET,http://localhost:3000/UI/soap/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxScansInUI/,
true,GET,http://localhost:3000/UI/spider/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/scan/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/scanAsUser/,
true,GET,http://localhost:3000/UI/stats/,
true,GET,http://localhost:3000/UI/alert/view/numberOfAlerts/override?apikey=ZAP&baseurl=ZAP&riskId=ZAP,
true,GET,http://localhost:3000/UI/break/view/isBreakRequest/,
true,GET,http://localhost:3000/UI/autoupdate/view/localAddons/,
true,GET,http://localhost:3000/UI/users/,
true,GET,http://localhost:3000/UI/client/action/reportEvent/,
true,GET,http://localhost:3000/UI/alertFilter/action/addAlertFilter/override?apikey=ZAP&attack=ZAP&attackIsRegex=ZAP&contextId=ZAP&enabled=ZAP&evidence=ZAP&evidenceIsRegex=ZAP&methods=ZAP&newLevel=ZAP&parameter=ZAP&parameterIsRegex=ZAP&ruleId=ZAP&url=https%3A%2F%2Fzap.example.com&urlIsRegex=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=90b28f4c971a8049&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionPromptInAttackMode/,
true,GET,http://localhost:3000/script.js/?apinonce=4135b184303f6f06&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=e98e50cd86066b41&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/marketplaceAddons/,
true,GET,http://localhost:3000/UI/client/action/reportObject/,
true,GET,http://localhost:3000/UI/authentication/view/getAuthenticationMethodConfigParams/override?apikey=ZAP&authMethodName=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/newAddons/,
true,GET,http://localhost:3000/UI/break/view/isBreakResponse/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionAddonDirectories/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setEnabledAllowedResource/,
true,GET,http://localhost:3000/UI/websocket/,
true,GET,http://localhost:3000/script.js/?apinonce=3ce1e877ea9cc8f9&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionPromptToClearFinishedScans/,
true,GET,http://localhost:3000/UI/break/action/addHttpBreakpoint/,
true,GET,http://localhost:3000/script.js/?apinonce=52df463d88be9c6d&v=2,
true,GET,http://localhost:3000/UI/break/action/break/,
true,GET,http://localhost:3000/UI/break/action/continue/,
true,GET,http://localhost:3000/UI/ascan/view/attackModeQueue/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=2e9f534093faee98&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionRescanInAttackMode/,
true,GET,http://localhost:3000/script.js/?apinonce=cf1015f8747ff52&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionScanHeadersAllRequests/,
true,GET,http://localhost:3000/UI/client/action/reportZestScript/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/fullResults/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/alert/action/deleteAlert/override?apikey=ZAP&id=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=a8c2658b6b4aaab3&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionBrowserId/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/numberOfResults/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=64dd462caf5fc6dc&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionClickDefaultElems/,
true,GET,http://localhost:3000/UI/break/action/drop/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionCheckAddonUpdates/,
true,GET,http://localhost:3000/script.js/?apinonce=4cbeb84d26bbf47f&v=2,
true,GET,http://localhost:3000/UI/client/action/reportZestStatement/,
true,GET,http://localhost:3000/UI/alert/action/addAlert/override?apikey=ZAP&attack=ZAP&confidenceId=ZAP&cweId=ZAP&description=Zaproxy+alias+impedit+expedita+quisquam+pariatur+exercitationem.+Nemo+rerum+eveniet+dolores+rem+quia+dignissimos.&evidence=ZAP&messageId=ZAP&name=ZAP&otherInfo=ZAP&param=ZAP&references=ZAP&riskId=ZAP&solution=ZAP&wascId=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionBrowserId/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionScanNullJsonValues/,
true,GET,http://localhost:3000/script.js/?apinonce=858f3efda0e9971b&v=2,
true,GET,http://localhost:3000/UI/break/action/removeHttpBreakpoint/,
true,GET,http://localhost:3000/script.js/?apinonce=2c4116678131fc5f&v=2,
true,GET,http://localhost:3000/UI/alert/action/deleteAlerts/override?apikey=ZAP&baseurl=ZAP&contextName=ZAP&riskId=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/optionCheckOnStart/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionClickElemsOnce/,
true,GET,http://localhost:3000/UI/ascan/view/excludedFromScan/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionShowAdvancedDialog/,
true,GET,http://localhost:3000/script.js/?apinonce=7d61df67f70021f&v=2,
true,GET,http://localhost:3000/UI/break/action/setHttpMessage/,
true,GET,http://localhost:3000/UI/authentication/view/getLoggedInIndicator/override?apikey=ZAP&contextId=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionTargetParamsEnabledRPC/,
true,GET,http://localhost:3000/script.js/?apinonce=2a93099a8f42992b&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionEnableExtensions/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastChecked/,
true,GET,http://localhost:3000/UI/alert/action/deleteAllAlerts/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastInstallWarned/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionEventWait/,
true,GET,http://localhost:3000/script.js/?apinonce=6cfb154d12487402&v=2,
true,GET,http://localhost:3000/UI/ascan/view/excludedParamTypes/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/break/action/step/,
true,GET,http://localhost:3000/UI/ascan/view/optionTargetParamsInjectable/,
true,GET,http://localhost:3000/UI/break/pconn/waitForHttpBreak/,
true,GET,http://localhost:3000/UI/core/view/alert/,
true,GET,http://localhost:3000/script.js/?apinonce=cefb55efbc12766b&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=8839dda7ed0a212a&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionClickDefaultElems/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/view/alerts/,
true,GET,http://localhost:3000/UI/core/view/alertsSummary/,
true,GET,http://localhost:3000/UI/core/view/childNodes/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionLogoutAvoidance/,
true,GET,http://localhost:3000/script.js/?apinonce=daa7c0d83361c33f&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastUpdateWarned/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDownloadDirectory/,
true,GET,http://localhost:3000/script.js/?apinonce=cf3e9c5ec363f9a3&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=18169a7809a9ccc8&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=385d54c64a8b30a7&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=313abdc8fb4b65b4&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionThreadPerHost/,
true,GET,http://localhost:3000/script.js/?apinonce=647555ad9408d4af&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDownloadNewRelease/,
true,GET,http://localhost:3000/UI/ascan/view/policies/,
true,GET,http://localhost:3000/UI/ascan/view/excludedParams/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/context/view/context/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionInstallAddonUpdates/,
true,GET,http://localhost:3000/UI/core/view/excludedFromProxy/,
true,GET,http://localhost:3000/script.js/?apinonce=2cfc51aeb12651b6&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionMaxCrawlDepth/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionMaxCrawlStates/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionMaxDuration/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionNumberOfBrowsers/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionRandomInputs/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionClickElemsOnce/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=1a70e1ceea76cd9e&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=b683ad06ec39144c&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionReloadWait/,
true,GET,http://localhost:3000/UI/core/view/getLogLevel/,
true,GET,http://localhost:3000/UI/alertFilter/action/applyAll/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/optionInstallScannerRules/,
true,GET,http://localhost:3000/UI/context/view/contextList/,
true,GET,http://localhost:3000/UI/ascan/view/scanPolicyNames/,
true,GET,http://localhost:3000/UI/ascan/view/scanProgress/,
true,GET,http://localhost:3000/UI/context/view/excludeRegexs/,
true,GET,http://localhost:3000/UI/core/view/homeDirectory/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionScopeCheck/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/stop/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionReportAlphaAddons/,
true,GET,http://localhost:3000/UI/ascan/view/messagesIds/override?apikey=ZAP&scanId=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/optionReportBetaAddons/,
true,GET,http://localhost:3000/UI/exim/action/exportSitesTree/,
true,GET,http://localhost:3000/UI/exim/action/importHar/,
true,GET,http://localhost:3000/UI/ajaxSpider/view/optionEnableExtensions/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=bae36a638af6c7e9&v=2,
true,GET,http://localhost:3000/UI/forcedUser/view/getForcedUser/,
true,GET,http://localhost:3000/UI/alert/action/updateAlert/override?apikey=ZAP&attack=ZAP&confidenceId=ZAP&cweId=ZAP&description=Zaproxy+alias+impedit+expedita+quisquam+pariatur+exercitationem.+Nemo+rerum+eveniet+dolores+rem+quia+dignissimos.&evidence=ZAP&id=ZAP&name=ZAP&otherInfo=ZAP&param=ZAP&references=ZAP&riskId=ZAP&solution=ZAP&wascId=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/scanners/,
true,GET,http://localhost:3000/UI/forcedUser/view/isForcedUserModeEnabled/,
true,GET,http://localhost:3000/UI/context/view/excludedTechnologyList/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionReportReleaseAddons/,
true,GET,http://localhost:3000/UI/core/view/hosts/,
true,GET,http://localhost:3000/script.js/?apinonce=f2b13deba7378f73&v=2,
true,GET,http://localhost:3000/UI/alertFilter/action/addGlobalAlertFilter/override?apikey=ZAP&attack=ZAP&attackIsRegex=ZAP&enabled=ZAP&evidence=ZAP&evidenceIsRegex=ZAP&methods=ZAP&newLevel=ZAP&parameter=ZAP&parameterIsRegex=ZAP&ruleId=ZAP&url=https%3A%2F%2Fzap.example.com&urlIsRegex=ZAP,
true,GET,http://localhost:3000/UI/exim/action/importModsec2Logs/,
true,GET,http://localhost:3000/UI/httpSessions/view/activeSession/,
true,GET,http://localhost:3000/UI/exim/action/importUrls/,
true,GET,http://localhost:3000/UI/httpSessions/view/defaultSessionTokens/,
true,GET,http://localhost:3000/UI/httpSessions/view/sessionTokens/,
true,GET,http://localhost:3000/UI/autoupdate/view/updatedAddons/,
true,GET,http://localhost:3000/script.js/?apinonce=e44a11b0510693d8&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=c0d1b924bdec0c1e&v=2,
true,GET,http://localhost:3000/UI/autoupdate/action/downloadLatestRelease/,
true,GET,http://localhost:3000/script.js/?apinonce=55460f1e334586a2&v=2,
true,GET,http://localhost:3000/UI/ascan/view/scans/,
true,GET,http://localhost:3000/UI/context/view/includeRegexs/,
true,GET,http://localhost:3000/UI/core/view/message/,
true,GET,http://localhost:3000/UI/forcedUser/action/setForcedUser/,
true,GET,http://localhost:3000/UI/forcedUser/action/setForcedUserModeEnabled/,
true,GET,http://localhost:3000/UI/exim/action/importZapLogs/,
true,GET,http://localhost:3000/UI/exim/action/pruneSitesTree/,
true,GET,http://localhost:3000/UI/alert/action/updateAlertsRisk/override?apikey=ZAP&ids=ZAP&riskId=ZAP,
true,GET,http://localhost:3000/UI/core/view/messages/,
true,GET,http://localhost:3000/UI/context/view/includedTechnologyList/,
true,GET,http://localhost:3000/UI/ascan/view/status/,
true,GET,http://localhost:3000/UI/ascan/action/addExcludedParam/,
true,GET,http://localhost:3000/UI/authentication/view/getLoggedOutIndicator/override?apikey=ZAP&contextId=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/action/installAddon/,
true,GET,http://localhost:3000/UI/authentication/view/getSupportedAuthenticationMethods/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/httpSessions/view/sessions/,
true,GET,http://localhost:3000/UI/alert/action/updateAlertsConfidence/override?apikey=ZAP&confidenceId=ZAP&ids=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/action/setOptionCheckAddonUpdates/,
true,GET,http://localhost:3000/UI/ascan/action/addScanPolicy/,
true,GET,http://localhost:3000/UI/context/view/technologyList/,
true,GET,http://localhost:3000/UI/core/view/messagesById/,
true,GET,http://localhost:3000/UI/exim/other/exportHar/,
true,GET,http://localhost:3000/script.js/?apinonce=7b75d62a0910d88c&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=f5d683aeaa91cf2c&v=2,
true,GET,http://localhost:3000/UI/autoupdate/action/setOptionCheckOnStart/,
true,GET,http://localhost:3000/UI/ascan/action/clearExcludedFromScan/,
true,GET,http://localhost:3000/UI/context/view/urls/,
true,GET,http://localhost:3000/UI/graphql/view/optionArgsType/,
true,GET,http://localhost:3000/UI/autoupdate/action/setOptionDownloadNewRelease/,
true,GET,http://localhost:3000/script.js/?apinonce=501bd277eef9bad6&v=2,
true,GET,http://localhost:3000/UI/core/view/mode/,
true,GET,http://localhost:3000/UI/autoupdate/action/setOptionInstallAddonUpdates/,
true,GET,http://localhost:3000/UI/ascan/action/disableAllScanners/,
true,GET,http://localhost:3000/script.js/?apinonce=edee652ea4be1e12&v=2,
